model,provider,proportion,order,trial_index,coordination_tokens,reasoning_tokens,total_context_tokens,mean_score_raw,mean_score_effective,input_tokens_used,output_tokens_used,cost_usd,elapsed_ms,kafka_streaming,flink_ops,spark_sla,retention_compliance,s3_tiering,build_vs_buy,soc2_compat,onboarding_screens,progressive_disclosure,365day_cost
gpt-4.1-mini,openai,0.5,coord_first,14,1862,1862,4096,0.9,0.9,4035,65,0.001718,1947.0999160112115,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,reason_first,17,3351,373,4096,0.9,0.9,4055,65,0.001726,1347.7787079900736,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,15,2793,931,4096,0.9,0.9,4049,65,0.0017236,1999.206458000117,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,15,2793,931,4096,0.9,0.9,4050,65,0.001724,1178.1847500096774,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,14,3351,373,4096,0.9,0.9,4055,65,0.001726,1580.1146250014426,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,13,0,3724,4096,0.8,0.8,4016,65,0.0017104000000000002,1608.4752089955145,1,1,1,0,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,17,931,2793,4096,0.9,0.9,4025,448,0.0023268000000000004,12964.030542003457,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,15,3351,373,4096,0.9,0.9,4055,65,0.001726,1494.3772080005147,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,14,0,3724,4096,0.8,0.8,4016,65,0.0017104000000000002,1525.167333005811,1,1,1,0,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,16,2793,931,4096,0.9,0.9,4049,65,0.0017236,1251.7334169970127,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,17,2793,931,4096,0.9,0.9,4049,65,0.0017236,1535.82970899879,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,18,2793,931,4096,0.9,0.9,4049,65,0.0017236,1533.1326659943443,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,17,1862,1862,4096,0.9,0.9,4035,65,0.001718,1293.4327499970095,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,15,0,3724,4096,0.9,0.9,4016,65,0.0017104000000000002,1406.6413749969797,1,1,1,0,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,18,3351,373,4096,0.9,0.9,4055,65,0.001726,1398.8931250059977,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,16,2793,931,4096,0.9,0.9,4050,65,0.001724,1531.840709008975,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,15,1862,1862,4096,0.9,0.9,4035,65,0.001718,1335.1039160043001,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,coord_first,18,931,2793,4096,0.9,0.9,4025,534,0.0024644000000000003,7231.361000012839,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,18,931,2793,4096,0.9,0.9,4025,65,0.001714,1149.5608749974053,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,17,2793,931,4096,0.9,0.9,4050,65,0.001724,1612.7219580084784,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,18,2793,931,4096,0.9,0.9,4050,65,0.001724,1133.3051249966957,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,18,0,3724,4096,0.9,0.9,4016,65,0.0017104000000000002,1263.9084590045968,1,1,1,0,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,coord_first,16,3351,373,4096,0.9,0.9,4055,65,0.001726,1807.0958750031423,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.25,reason_first,19,931,2793,4096,0.9,0.9,4025,366,0.0021956,4710.216916995705,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,16,0,3724,4096,0.9,0.9,4016,65,0.0017104000000000002,1155.8951670012902,1,1,1,0,1,1,1,1,1,1
gpt-4.1-mini,openai,0.0,reason_first,17,0,3724,4096,0.9,0.9,4016,65,0.0017104000000000002,1738.2492089964217,1,1,1,0,1,1,1,1,1,1
gpt-4.1-mini,openai,0.9,reason_first,19,3351,373,4096,0.9,0.9,4055,65,0.001726,1195.9161669947207,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,17,3351,373,4096,0.9,0.9,4055,65,0.001726,1227.2335000016028,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,18,0,3724,4096,0.8,0.8,4016,65,0.0017104000000000002,1349.627874995349,1,1,1,0,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,18,1862,1862,4096,0.9,0.9,4035,65,0.001718,1485.4613329953281,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,reason_first,19,0,3724,4096,0.8,0.8,4016,65,0.0017104000000000002,1438.636624996434,1,1,1,0,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,16,1862,1862,4096,0.9,0.9,4035,65,0.001718,1595.568666991312,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,17,1862,1862,4096,0.9,0.9,4035,65,0.001718,1320.4414159990847,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,18,3351,373,4096,0.9,0.9,4055,65,0.001726,1149.4036670046626,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.0,coord_first,19,0,3724,4096,0.9,0.9,4016,65,0.0017104000000000002,1861.652541992953,1,1,1,0,1,1,1,1,1,1
gpt-4.1-mini,openai,0.25,coord_first,19,931,2793,4096,0.9,0.9,4025,65,0.001714,1268.9546670007985,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.9,coord_first,19,3351,373,4096,0.9,0.9,4055,65,0.001726,1567.866209006752,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,coord_first,19,2793,931,4096,0.9,0.9,4049,65,0.0017236,1434.3241669994313,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,coord_first,18,1862,1862,4096,0.9,0.9,4035,65,0.001718,1355.7633750024252,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.75,reason_first,19,2793,931,4096,0.9,0.9,4050,65,0.001724,1234.7253750049276,1,1,1,1,1,1,1,1,1,0
gpt-4.1-mini,openai,0.5,reason_first,19,1862,1862,4096,1.0,1.0,4035,65,0.001718,1317.8710409993073,1,1,1,1,1,1,1,1,1,1
gpt-4.1-mini,openai,0.5,coord_first,19,1862,1862,4096,0.9,0.9,4035,65,0.001718,1231.4321250014473,1,1,1,1,1,1,1,1,1,0
